posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level
411,Data Analyst,Sky,Technology,London,39000,43000,None,STEM degree preferred,Agile;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2026-02,868,Entry Level
412,Graduate Data Analyst,McKinsey,Consulting,London,Not specified,Not specified,None,Any degree subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2025-10,103,Graduate
413,Graduate Financial Analyst,Shell,Energy,London,28000,35000,None,Statistics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA;Power BI,Hybrid,No,2024-11,607,Graduate
414,Business Analyst,Astrazeneca,Pharma,London,27000,30000,1-2 years,Business & Management,AWS;Agile;Communication;Copilot;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-12,479,Entry Level
415,Management Consultant (Graduate),ConsultCo,Consulting,London,36000,41000,1 year,Statistics,AWS;Azure;Business Intelligence;Communication,Office,No,2025-07,463,Graduate
416,Operations Analyst,Amazon,Technology,London,39000,43000,0-1 years,Finance,Agile;Business Intelligence;Confluence;Copilot;Data Analysis,Hybrid,No,2026-05,137,Entry Level
417,Financial Analyst,Deloitte,Consulting,London,37000,41000,1 year,2:1 or above any subject,AWS;Business Intelligence;Communication;Confluence,Hybrid,No,2025-08,315,Entry Level
418,Strategy Analyst,ConsultCo,Consulting,London,32000,36000,None,Computer Science,AWS;Agile;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting,Hybrid,No,2024-09,525,Entry Level
419,Junior Operations Analyst,Google,Technology,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Azure;Business Intelligence;Communication,Office,Yes,2024-01,625,Graduate
420,Junior Operations Analyst,Goldman Sachs UK,Finance,London,37000,40000,None,2:1 or above any subject,Agile;Communication;Copilot;Data Analysis;Financial Modelling,Hybrid,No,2025-11,726,Graduate
421,Graduate Data Analyst,McKinsey,Consulting,London,35000,39000,None,Business & Management,Agile;Communication;Confluence;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Microsoft Excel,Office,No,2026-06,666,Graduate
422,Junior Data Analyst,Lloyds Banking Group,Finance,London,35000,41000,1 year,2:1 or above any subject,AWS;Business Intelligence;Communication;Copilot;DAX;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2026-01,594,Graduate
423,Data Analyst,StartupXYZ,Technology,London,37000,40000,1-2 years,2:1 or above any subject,Agile;Azure;Communication;Data Analysis;JIRA,Hybrid,No,2026-01,468,Entry Level
424,Financial Analyst,HMRC,Public Sector,London,Not specified,Not specified,0-1 years,STEM degree preferred,Agile;Azure;ChatGPT/AI Tools;Communication,Office,No,2026-01,350,Entry Level
425,Reporting Analyst,NatWest,Finance,London,34000,38000,1 year,Any degree subject,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2025-04,101,Entry Level
426,Business Intelligence Analyst,Standard Chartered,Finance,Bristol,36000,39000,1 year,Finance,AWS;Agile;Azure;Communication;Copilot,Hybrid,No,2024-05,74,Entry Level
427,Junior Data Analyst,Standard Chartered,Finance,London,31000,34000,0-1 years,Finance,AWS;Agile;Business Intelligence;Communication;Confluence,Hybrid,No,2024-03,269,Graduate
428,Business Analyst,HMRC,Public Sector,London,Not specified,Not specified,2 years,Business & Management,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis;Financial Modelling,Office,No,2025-04,850,Entry Level
429,Junior Business Analyst,TechAnalytics Ltd,Technology,London,Not specified,Not specified,1-2 years,Business & Management,Agile;Business Intelligence;Communication;Data Analysis,Hybrid,No,2026-03,853,Graduate
430,Graduate Data Analyst,EY,Consulting,London,37000,40000,1 year,Engineering,AWS;Business Intelligence;Communication;Copilot;Data Analysis;Forecasting;KPI Reporting,Flexible,No,2025-09,503,Graduate
431,Reporting Analyst,Sainsburys,Retail,London,Not specified,Not specified,1 year,Any degree subject,Azure;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Office;Pivot Tables;PowerPoint,Flexible,Yes,2024-04,667,Entry Level
432,Business Intelligence Analyst,M&G Investments,Finance,London,Not specified,Not specified,1-2 years,Computer Science,Agile;Communication;Confluence;Copilot;DAX;Data Analysis;Financial Modelling;Forecasting,Remote,No,2025-08,839,Entry Level
433,Insight Analyst,JPMorgan UK,Finance,Manchester,37000,40000,0-1 years,Business & Management,Communication;DAX;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2026-01,75,Entry Level
434,Commercial Analyst,Rolls-Royce,Energy,London,29000,34000,2 years,Any degree subject,Communication;Confluence;Data Analysis;Forecasting;JIRA;Microsoft Excel,Hybrid,No,2025-04,501,Entry Level
435,Junior Data Analyst,DWP,Public Sector,London,24000,29000,1 year,Engineering,Agile;Business Intelligence;Communication;Copilot;DAX,Hybrid,Yes,2024-05,625,Graduate
436,Strategy Analyst,StartupXYZ,Technology,London,40000,46000,1-2 years,Computer Science,Agile;Azure;Communication;Copilot;Data Analysis;Financial Modelling,Remote,No,2024-08,83,Entry Level
437,Management Consultant (Graduate),Legal & General,Finance,London,39000,45000,1 year,Engineering,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Copilot;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2024-06,889,Graduate
438,Business Intelligence Analyst,Lloyds Banking Group,Finance,London,Not specified,Not specified,1-2 years,Economics,Agile;Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Excel,Flexible,No,2024-06,398,Entry Level
439,Graduate Financial Analyst,Microsoft,Technology,London,32000,36000,1-2 years,STEM degree preferred,Azure;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-11,855,Graduate
440,Graduate Data Analyst,BAE Systems,Pharma,Birmingham,30000,37000,1 year,Computer Science,Azure;Communication;Financial Modelling;Forecasting;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-10,364,Graduate
441,Graduate Financial Analyst,BAE Systems,Pharma,London,Not specified,Not specified,1 year,Engineering,Agile;Communication;Confluence;Forecasting;JIRA;KPI Reporting;Machine Learning;Microsoft Excel;Power BI,Office,No,2025-07,714,Graduate
442,Data Analyst,Starling Bank,Finance,London,Not specified,Not specified,0-1 years,Finance,Agile;Azure;Business Intelligence;ChatGPT/AI Tools,Flexible,No,2025-12,643,Entry Level
443,Operations Analyst,BAE Systems,Pharma,London,28000,32000,0-1 years,Engineering,Business Intelligence;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Remote,No,2026-05,552,Entry Level
444,Financial Analyst,Amazon,Technology,Manchester,27000,31000,0-1 years,Business & Management,Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power Query,Hybrid,No,2024-07,390,Entry Level
445,Management Consultant (Graduate),M&G Investments,Finance,Cardiff,35000,39000,1-2 years,Finance,Business Intelligence;Communication;Data Analysis;Microsoft Office,Office,No,2025-01,391,Graduate
446,Graduate Data Analyst,M&G Investments,Finance,London,37000,43000,None,Economics,AWS;Business Intelligence;ChatGPT/AI Tools;Communication,Remote,No,2025-08,516,Graduate
447,Data Analyst,Goldman Sachs UK,Finance,Glasgow,Not specified,Not specified,2 years,Economics,AWS;Agile;Azure;Business Intelligence,Hybrid,No,2026-01,215,Entry Level
448,Business Analyst,Metro Bank,Finance,London,Not specified,Not specified,0-1 years,2:1 or above any subject,Business Intelligence;Communication;Data Analysis;Forecasting,Hybrid,No,2025-01,385,Entry Level
449,Business Intelligence Analyst,TechAnalytics Ltd,Technology,London,40000,46000,2 years,Mathematics,ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;KPI Reporting,Office,No,2025-01,678,Entry Level
450,Junior Data Analyst,Infosys,Consulting,London,32000,36000,1 year,STEM degree preferred,Azure;Communication;Data Analysis;Financial Modelling,Flexible,No,2024-05,850,Graduate
451,Graduate Business Analyst,NHS,Public Sector,London,27000,30000,1 year,Computer Science,Agile;Azure;Communication;Data Analysis;KPI Reporting;Machine Learning,Office,No,2026-03,472,Graduate
452,Graduate Data Analyst,Barclays,Finance,London,Not specified,Not specified,0-1 years,Economics,AWS;Agile;Azure;ChatGPT/AI Tools;Communication,Hybrid,No,2026-06,771,Graduate
453,Data Analyst,BT Group,Technology,London,27000,32000,None,STEM degree preferred,Agile;Business Intelligence;Communication;Financial Modelling;JIRA,Hybrid,No,2025-03,451,Entry Level
454,Commercial Analyst,DWP,Public Sector,London,28000,33000,None,Engineering,Agile;Azure;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2026-03,133,Entry Level
455,Strategy Analyst,JPMorgan UK,Finance,London,30000,33000,1 year,Finance,Agile;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2024-03,284,Entry Level
456,Business Intelligence Analyst,NHS,Public Sector,London,29000,35000,1-2 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,No,2026-01,603,Entry Level
457,Insight Analyst,Fidelity,Finance,London,29000,35000,1-2 years,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication,Office,No,2026-06,400,Entry Level
458,Graduate Financial Analyst,Experian,Finance,London,34000,39000,1 year,Statistics,AWS;Agile;Azure;Business Intelligence,Remote,Yes,2025-09,844,Graduate
459,Junior Business Analyst,Goldman Sachs UK,Finance,London,30000,36000,2 years,Statistics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;Machine Learning,Office,No,2026-04,600,Graduate
460,Business Intelligence Analyst,Standard Chartered,Finance,London,36000,41000,1-2 years,Economics,AWS;Agile;Communication;Data Analysis;KPI Reporting,Hybrid,No,2026-06,95,Entry Level
461,Commercial Analyst,Experian,Finance,London,Not specified,Not specified,1-2 years,Business & Management,Agile;Azure;ChatGPT/AI Tools;Communication;DAX;Financial Modelling;JIRA;KPI Reporting;Microsoft Office,Hybrid,No,2025-07,540,Entry Level
462,Management Consultant (Graduate),PwC,Consulting,London,28000,35000,1-2 years,Statistics,Agile;Communication;Confluence;Copilot;Financial Modelling;JIRA;KPI Reporting,Remote,No,2025-03,749,Graduate
463,Graduate Business Analyst,Legal & General,Finance,London,31000,37000,1-2 years,Economics,Azure;Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Machine Learning,Hybrid,No,2025-10,781,Graduate
464,Management Consultant (Graduate),HSBC,Finance,London,30000,36000,None,Computer Science,AWS;Business Intelligence;Communication;Confluence;Data Analysis;Microsoft Excel;Pivot Tables;Power BI,Flexible,No,2024-03,644,Graduate
465,Insight Analyst,NHS,Public Sector,London,29000,32000,1 year,Computer Science,Communication;Data Analysis;Financial Modelling;Forecasting;KPI Reporting;Microsoft Excel;Microsoft Office;Pivot Tables;Power BI,Flexible,No,2024-01,470,Entry Level
466,Insight Analyst,Astrazeneca,Pharma,London,33000,39000,0-1 years,STEM degree preferred,Agile;Communication;Confluence;DAX;Data Analysis,Office,No,2025-09,555,Entry Level
467,Reporting Analyst,StartupXYZ,Technology,London,32000,37000,2 years,Economics,AWS;Agile;Business Intelligence;Communication;Confluence;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2024-10,587,Entry Level
468,Graduate Data Analyst,BT Group,Technology,London,Not specified,Not specified,1 year,Computer Science,Azure;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel,Remote,Yes,2025-04,723,Graduate
469,Insight Analyst,Deloitte,Consulting,London,33000,36000,1 year,2:1 or above any subject,Agile;Business Intelligence;Confluence;Copilot;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel,Office,No,2025-10,283,Entry Level
470,Reporting Analyst,M&G Investments,Finance,London,Not specified,Not specified,1 year,Statistics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis;Machine Learning,Hybrid,No,2024-10,155,Entry Level
471,Strategy Analyst,Fidelity,Finance,London,33000,38000,1-2 years,Business & Management,Agile;Communication;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Microsoft Office,Hybrid,No,2026-05,488,Entry Level
472,Graduate Financial Analyst,Metro Bank,Finance,London,39000,42000,1-2 years,Economics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel;Microsoft Office,Office,No,2025-05,307,Graduate
473,Graduate Business Analyst,EY,Consulting,London,29000,35000,0-1 years,Economics,Azure;Communication;DAX;Data Analysis,Remote,No,2025-10,358,Graduate
474,Reporting Analyst,GSK,Pharma,Edinburgh,31000,35000,2 years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2024-12,161,Entry Level
475,Business Analyst,Lloyds Banking Group,Finance,London,30000,33000,1 year,STEM degree preferred,Agile;Communication;Confluence;Data Analysis,Hybrid,No,2025-11,438,Entry Level
476,Commercial Analyst,M&G Investments,Finance,London,32000,37000,2 years,Engineering,Agile;ChatGPT/AI Tools;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Office,Hybrid,No,2025-06,619,Entry Level
477,Junior Business Analyst,Shell,Energy,London,28000,33000,0-1 years,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Pivot Tables,Hybrid,No,2024-11,559,Graduate
478,Junior Data Analyst,Accenture,Consulting,Glasgow,34000,40000,1-2 years,Computer Science,Agile;Azure;Business Intelligence;Communication;DAX,Hybrid,No,2025-03,63,Graduate
479,Financial Analyst,Lloyds,Finance,London,Not specified,Not specified,2 years,Mathematics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX,Office,No,2026-06,822,Entry Level
480,Graduate Data Analyst,TechAnalytics Ltd,Technology,London,42000,48000,0-1 years,Any degree subject,AWS;Agile;Communication;Data Analysis;Forecasting;JIRA;KPI Reporting;Machine Learning,Hybrid,No,2026-04,243,Graduate
481,Junior Business Analyst,Deloitte,Consulting,London,33000,37000,1-2 years,Mathematics,Business Intelligence;Communication;KPI Reporting;Microsoft Excel;Microsoft Office;PowerPoint;Problem Solving;Process Mapping,Hybrid,No,2026-03,301,Graduate
482,Graduate Data Analyst,Lloyds,Finance,Manchester,37000,42000,None,STEM degree preferred,Agile;Communication;Confluence;Data Analysis;Forecasting;Microsoft Excel;Pivot Tables,Office,No,2026-02,144,Graduate
483,Reporting Analyst,Shell,Energy,London,Not specified,Not specified,1 year,Computer Science,Agile;Communication;Copilot;Data Analysis,Hybrid,No,2025-06,830,Entry Level
484,Business Intelligence Analyst,Shell,Energy,London,31000,37000,1 year,STEM degree preferred,Agile;Business Intelligence;ChatGPT/AI Tools;DAX;Data Analysis,Flexible,Yes,2026-03,561,Entry Level
485,Graduate Business Analyst,KPMG,Consulting,London,Not specified,Not specified,1 year,Statistics,Agile;Azure;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-04,289,Graduate
486,Management Consultant (Graduate),Vodafone,Technology,Birmingham,42000,47000,1-2 years,Any degree subject,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-06,98,Graduate
487,Operations Analyst,Santander UK,Finance,London,34000,39000,0-1 years,Economics,Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Forecasting;Microsoft Excel,Hybrid,No,2025-02,559,Entry Level
488,Graduate Data Analyst,Schroders,Finance,London,30000,36000,1-2 years,Economics,Azure;Business Intelligence;JIRA;Machine Learning;Microsoft Excel;Microsoft Office,Office,No,2025-06,287,Graduate
489,Graduate Business Analyst,JPMorgan UK,Finance,Liverpool,36000,43000,1 year,STEM degree preferred,Azure;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-09,307,Graduate
490,Management Consultant (Graduate),Standard Chartered,Finance,London,29000,36000,2 years,Mathematics,AWS;Communication;DAX;Data Analysis;JIRA,Hybrid,No,2024-08,532,Graduate
491,Data Analyst,Tesco,Retail,Birmingham,24000,27000,1-2 years,Engineering,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA,Office,No,2025-12,59,Entry Level
492,Insight Analyst,JPMorgan UK,Finance,London,35000,42000,0-1 years,Any degree subject,Agile;Business Intelligence;Communication;DAX;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Office,Hybrid,No,2026-06,293,Entry Level
493,Junior Business Analyst,StartupXYZ,Technology,London,29000,34000,None,Business & Management,AWS;Agile;Communication;DAX;Data Analysis;KPI Reporting;Machine Learning,Hybrid,No,2026-01,605,Graduate
494,Data Analyst,Santander UK,Finance,London,36000,39000,None,Mathematics,Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2024-12,466,Entry Level
495,Business Intelligence Analyst,GSK,Pharma,London,Not specified,Not specified,None,Statistics,Agile;Business Intelligence;Communication;Data Analysis;Forecasting;KPI Reporting,Remote,No,2025-05,223,Entry Level
496,Junior Business Analyst,BAE Systems,Pharma,London,31000,35000,2 years,Engineering,AWS;Communication;DAX;Forecasting;JIRA;KPI Reporting,Hybrid,No,2026-02,666,Graduate
497,Operations Analyst,Deloitte,Consulting,London,Not specified,Not specified,0-1 years,Economics,Agile;Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling,Hybrid,No,2024-07,572,Entry Level
498,Business Intelligence Analyst,Schroders,Finance,London,29000,32000,0-1 years,Computer Science,Agile;Azure;Business Intelligence;Communication;DAX;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel,Hybrid,No,2024-03,107,Entry Level
499,Business Intelligence Analyst,Astrazeneca,Pharma,London,Not specified,Not specified,1 year,Economics,AWS;Agile;Azure;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Forecasting,Office,No,2025-05,423,Entry Level
500,Operations Analyst,GSK,Pharma,London,Not specified,Not specified,1-2 years,Statistics,Agile;Communication;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2026-03,886,Entry Level
501,Junior Business Analyst,Tesco,Retail,London,26000,32000,1-2 years,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA,Flexible,No,2025-04,411,Graduate
502,Commercial Analyst,NHS,Public Sector,London,25000,31000,0-1 years,2:1 or above any subject,Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Hybrid,No,2025-12,99,Entry Level
503,Graduate Data Analyst,Fidelity,Finance,London,Not specified,Not specified,1-2 years,Engineering,AWS;Agile;ChatGPT/AI Tools;Communication;Copilot;Data Analysis;Forecasting,Office,No,2024-07,542,Graduate
504,Business Analyst,Metro Bank,Finance,London,Not specified,Not specified,0-1 years,Economics,AWS;Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;KPI Reporting;Microsoft Excel,Flexible,No,2024-07,90,Entry Level
505,Graduate Business Analyst,HMRC,Public Sector,Leeds,23000,28000,2 years,Engineering,AWS;Agile;Business Intelligence;Communication;Data Analysis,Hybrid,No,2025-12,84,Graduate
506,Data Analyst,Aviva,Finance,London,30000,33000,2 years,Engineering,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;JIRA,Hybrid,No,2024-04,736,Entry Level
507,Data Analyst,NatWest,Finance,London,28000,31000,None,Economics,Agile;Azure;Communication;Confluence,Office,No,2025-07,542,Entry Level
508,Management Consultant (Graduate),Vodafone,Technology,London,38000,45000,1-2 years,Statistics,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;JIRA;Pivot Tables,Flexible,No,2024-03,629,Graduate
509,Business Analyst,NatWest,Finance,London,30000,34000,2 years,Computer Science,Agile;Azure;Communication;DAX;Data Analysis;Financial Modelling;Microsoft Excel,Office,No,2024-01,890,Entry Level
510,Operations Analyst,BP,Energy,London,31000,37000,1 year,STEM degree preferred,Agile;Communication;Confluence;Data Analysis;Financial Modelling;KPI Reporting,Office,No,2025-04,555,Entry Level
511,Data Analyst,Fidelity,Finance,London,29000,33000,1 year,Mathematics,Agile;Azure;Business Intelligence;Communication;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-01,164,Entry Level
512,Junior Operations Analyst,Astrazeneca,Pharma,London,31000,34000,1 year,Engineering,Business Intelligence;Communication;Copilot;Data Analysis;Forecasting;JIRA,Office,No,2025-08,368,Graduate
513,Business Analyst,JPMorgan UK,Finance,London,35000,42000,1 year,Computer Science,AWS;Agile;Communication;Copilot;DAX;Data Analysis;Forecasting,Remote,No,2024-03,495,Entry Level
514,Commercial Analyst,BAE Systems,Pharma,London,25000,31000,None,Finance,AWS;Agile;Business Intelligence;Communication;DAX;Data Analysis;Financial Modelling,Hybrid,No,2024-08,673,Entry Level
515,Graduate Data Analyst,Morgan Stanley UK,Finance,London,32000,37000,0-1 years,Economics,Business Intelligence;Copilot;Data Analysis;Financial Modelling;KPI Reporting;Machine Learning;Microsoft Excel;Microsoft Office,Remote,No,2025-01,496,Graduate
516,Graduate Business Analyst,Santander UK,Finance,Edinburgh,Not specified,Not specified,1 year,STEM degree preferred,Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Office,No,2026-06,397,Graduate
517,Commercial Analyst,McKinsey,Consulting,London,33000,38000,2 years,Finance,AWS;Communication;Confluence;Copilot;Data Analysis,Flexible,No,2026-02,580,Entry Level
518,Management Consultant (Graduate),Rolls-Royce,Energy,London,32000,39000,0-1 years,Statistics,Agile;Communication;Confluence;Data Analysis;Financial Modelling,Remote,Yes,2025-05,527,Graduate
519,Strategy Analyst,Santander UK,Finance,London,30000,34000,0-1 years,Economics,Agile;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;Forecasting;Microsoft Excel;Microsoft Office;Power BI,Office,No,2025-12,535,Entry Level
520,Management Consultant (Graduate),Deloitte,Consulting,London,37000,41000,0-1 years,Business & Management,Agile;Communication;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office;Problem Solving;Python,Remote,No,2024-05,525,Graduate
521,Graduate Data Analyst,Goldman Sachs UK,Finance,London,33000,39000,1 year,Engineering,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Remote,No,2025-06,275,Graduate
522,Data Analyst,M&G Investments,Finance,London,38000,42000,1-2 years,Engineering,Azure;Business Intelligence;Communication;Copilot;Data Analysis;Financial Modelling;Forecasting;KPI Reporting,Hybrid,No,2025-04,759,Entry Level
523,Junior Data Analyst,Microsoft,Technology,London,42000,45000,None,STEM degree preferred,Business Intelligence;Communication;Confluence;Copilot;Data Analysis,Hybrid,No,2026-02,570,Graduate
524,Management Consultant (Graduate),ConsultCo,Consulting,London,35000,39000,1-2 years,Any degree subject,Communication;Confluence;Copilot;Data Analysis;Microsoft Excel,Office,No,2024-10,142,Graduate
525,Insight Analyst,Deloitte,Consulting,London,Not specified,Not specified,1-2 years,Business & Management,Agile;Business Intelligence;Communication;Data Analysis;KPI Reporting;Microsoft Office,Hybrid,No,2024-05,221,Entry Level
526,Management Consultant (Graduate),Metro Bank,Finance,London,33000,37000,1-2 years,STEM degree preferred,AWS;Communication;Confluence;DAX;Data Analysis;Financial Modelling,Flexible,No,2025-09,592,Graduate
527,Commercial Analyst,StartupXYZ,Technology,London,Not specified,Not specified,1-2 years,Computer Science,Agile;Business Intelligence;Communication;Copilot;DAX;Financial Modelling;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2024-05,762,Entry Level
528,Management Consultant (Graduate),AnalyticsFirm,Technology,Edinburgh,37000,40000,0-1 years,Mathematics,Communication;DAX;Data Analysis;Forecasting,Hybrid,No,2024-09,347,Graduate
529,Junior Data Analyst,ConsultCo,Consulting,London,27000,34000,1-2 years,Mathematics,Communication;Data Analysis;Forecasting;JIRA;Machine Learning;Microsoft Excel;Pivot Tables;Power BI;PowerPoint,Hybrid,No,2025-04,699,Graduate
530,Operations Analyst,Shell,Energy,Cardiff,27000,34000,1 year,Engineering,Agile;Communication;Data Analysis;KPI Reporting;Microsoft Excel,Hybrid,No,2025-10,398,Entry Level
531,Commercial Analyst,Starling Bank,Finance,London,34000,37000,0-1 years,STEM degree preferred,Agile;Business Intelligence;Communication;Financial Modelling;Forecasting;JIRA;Microsoft Excel,Office,No,2026-02,684,Entry Level
532,Management Consultant (Graduate),Vodafone,Technology,London,29000,36000,1 year,2:1 or above any subject,Agile;ChatGPT/AI Tools;Communication;Confluence,Hybrid,No,2024-04,497,Graduate
533,Commercial Analyst,Goldman Sachs UK,Finance,London,Not specified,Not specified,2 years,Mathematics,Agile;Business Intelligence;Communication;DAX;JIRA;KPI Reporting;Microsoft Excel;PowerPoint,Hybrid,No,2026-02,340,Entry Level
534,Graduate Business Analyst,Sky,Technology,London,40000,47000,1 year,Statistics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis;KPI Reporting,Hybrid,No,2025-10,787,Graduate
535,Junior Business Analyst,Sky,Technology,London,36000,41000,1-2 years,Business & Management,Agile;Communication;Confluence;Data Analysis;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office;Power BI,Hybrid,No,2025-09,176,Graduate
536,Commercial Analyst,DWP,Public Sector,London,23000,27000,0-1 years,Economics,AWS;Communication;Confluence;Data Analysis;Machine Learning;Microsoft Excel,Hybrid,No,2026-05,720,Entry Level
537,Financial Analyst,EY,Consulting,London,28000,34000,0-1 years,2:1 or above any subject,AWS;Azure;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Forecasting,Office,Yes,2025-02,697,Entry Level
538,Financial Analyst,BP,Energy,London,29000,36000,2 years,Computer Science,Azure;Business Intelligence;Communication;Data Analysis,Office,No,2024-04,341,Entry Level
539,Reporting Analyst,Lloyds,Finance,London,33000,39000,2 years,Mathematics,Agile;Business Intelligence;Communication;Data Analysis,Remote,No,2026-02,781,Entry Level
540,Graduate Business Analyst,Morgan Stanley UK,Finance,Manchester,39000,46000,1-2 years,Mathematics,Business Intelligence;Communication;Confluence;Financial Modelling;KPI Reporting;Microsoft Excel;Microsoft Office;Power BI,Office,No,2025-01,127,Graduate
541,Junior Operations Analyst,Goldman Sachs UK,Finance,London,Not specified,Not specified,None,STEM degree preferred,Agile;Business Intelligence;Communication;Confluence;DAX,Office,No,2024-11,476,Graduate
542,Data Analyst,M&G Investments,Finance,Manchester,38000,44000,None,Finance,AWS;Azure;Business Intelligence;Communication;Confluence;Copilot;KPI Reporting,Hybrid,No,2026-01,358,Entry Level
543,Operations Analyst,Sainsburys,Retail,London,25000,31000,1-2 years,Mathematics,Business Intelligence;Communication;Data Analysis;Financial Modelling;Forecasting,Office,No,2026-03,763,Entry Level
544,Graduate Business Analyst,BAE Systems,Pharma,London,Not specified,Not specified,1 year,2:1 or above any subject,Business Intelligence;Communication;Data Analysis;Financial Modelling;JIRA,Flexible,No,2025-12,160,Graduate
545,Strategy Analyst,ConsultCo,Consulting,London,29000,33000,0-1 years,2:1 or above any subject,AWS;Agile;Azure;Communication;Data Analysis;Forecasting;KPI Reporting;Microsoft Office;Pivot Tables,Hybrid,No,2025-10,694,Entry Level
546,Junior Operations Analyst,Accenture,Consulting,London,29000,32000,2 years,STEM degree preferred,Agile;Communication;Confluence;DAX;Data Analysis;Financial Modelling;JIRA,Hybrid,No,2026-05,786,Graduate
547,Junior Business Analyst,StartupXYZ,Technology,London,Not specified,Not specified,1-2 years,2:1 or above any subject,Agile;Business Intelligence;Communication;Confluence;DAX,Office,No,2024-05,830,Graduate
