posting_id,job_title,company,sector,city,salary_min_gbp,salary_max_gbp,experience_required,degree_required,skills_required,working_arrangement,visa_sponsorship,date_posted,applicant_count,level,salary_midpoint,has_salary,requires_experience,is_london,skills_list,skill_count,salary_zscore
304,Financial Analyst,NHS,Public Sector,London,24000.0,30000.0,1 year,Statistics,ChatGPT/AI Tools;Communication;Copilot;Data Analysis,Hybrid,No,2026-03-01,270,Entry Level,27000.0,True,1,1,"['ChatGPT/AI Tools', 'Communication', 'Copilot', 'Data Analysis']",4,-1.75
305,Business Intelligence Analyst,Infosys,Consulting,London,35000.0,38000.0,1 year,Computer Science,AWS;Business Intelligence;Communication;Confluence,Hybrid,No,2025-05-01,553,Entry Level,36500.0,True,1,1,"['AWS', 'Business Intelligence', 'Communication', 'Confluence']",4,0.4
307,Management Consultant (Graduate),DWP,Public Sector,London,23000.0,27000.0,1 year,Business & Management,Agile;Azure;Business Intelligence;Confluence;Data Analysis;Financial Modelling;JIRA;KPI Reporting;Microsoft Excel,Hybrid,No,2025-06-01,716,Graduate,25000.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'Confluence', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Microsoft Excel']",9,-2.2
308,Operations Analyst,BT Group,Technology,London,30000.0,36000.0,1 year,Economics,Agile;Copilot;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables;Power Query;PowerPoint;Problem Solving,Hybrid,No,2024-11-01,585,Entry Level,33000.0,True,1,1,"['Agile', 'Copilot', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables', 'Power Query', 'PowerPoint', 'Problem Solving']",9,-0.39
309,Graduate Business Analyst,HSBC,Finance,London,33000.0,40000.0,2+ years,STEM degree preferred,AWS;Agile;Azure;Communication;Financial Modelling,Hybrid,No,2025-10-01,419,Graduate,36500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Communication', 'Financial Modelling']",5,0.4
310,Graduate Business Analyst,DWP,Public Sector,London,27000.0,33000.0,2+ years,Business & Management,AWS;Agile;Business Intelligence;Communication;Data Analysis,Hybrid,Yes,2024-06-01,775,Graduate,30000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Data Analysis']",5,-1.07
313,Junior Data Analyst,Deloitte,Consulting,London,33000.0,36000.0,<1 year,Any degree subject,Communication;Microsoft Excel;Microsoft Office;PowerPoint;Problem Solving;Python;Stakeholder Management;Statistical Analysis,Hybrid,No,2025-11-01,890,Graduate,34500.0,True,0,1,"['Communication', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Problem Solving', 'Python', 'Stakeholder Management', 'Statistical Analysis']",8,-0.05
314,Reporting Analyst,McKinsey,Consulting,London,33000.0,39000.0,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;JIRA;Microsoft Excel;Power BI;Power Query,Remote,No,2025-12-01,416,Entry Level,36000.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'JIRA', 'Microsoft Excel', 'Power BI', 'Power Query']",9,0.29
315,Commercial Analyst,Google,Technology,London,40000.0,43000.0,1-2 years,Statistics,AWS;Communication;DAX;Data Analysis;Forecasting;JIRA;KPI Reporting,Office,No,2024-03-01,477,Entry Level,41500.0,True,1,1,"['AWS', 'Communication', 'DAX', 'Data Analysis', 'Forecasting', 'JIRA', 'KPI Reporting']",7,1.54
317,Data Analyst,Lloyds,Finance,London,36000.0,39000.0,2+ years,Finance,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Financial Modelling;JIRA;Microsoft Excel,Hybrid,No,2026-03-01,206,Entry Level,37500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'JIRA', 'Microsoft Excel']",8,0.63
322,Operations Analyst,DataCo Ltd,Technology,London,40000.0,45000.0,<1 year,2:1 or above any subject,AWS;Agile;Business Intelligence;ChatGPT/AI Tools,Hybrid,No,2025-08-01,294,Entry Level,42500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools']",4,1.76
324,Graduate Data Analyst,Morgan Stanley UK,Finance,London,39000.0,43000.0,2+ years,Engineering,Communication;Data Analysis;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-06-01,346,Graduate,41000.0,True,1,1,"['Communication', 'Data Analysis', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel']",5,1.42
325,Commercial Analyst,Goldman Sachs UK,Finance,London,28000.0,32000.0,<1 year,Mathematics,Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;KPI Reporting,Office,Yes,2024-08-01,153,Entry Level,30000.0,True,0,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'KPI Reporting']",5,-1.07
327,Operations Analyst,Google,Technology,London,28000.0,33000.0,1-2 years,STEM degree preferred,AWS;Agile;Azure;Business Intelligence,Hybrid,Yes,2024-01-01,205,Entry Level,30500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence']",4,-0.95
328,Graduate Financial Analyst,Astrazeneca,Pharma,London,26000.0,33000.0,,Business & Management,Agile;Azure;Business Intelligence;Communication;Copilot;Data Analysis,Remote,No,2026-04-01,240,Graduate,29500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'Copilot', 'Data Analysis']",6,-1.18
329,Strategy Analyst,Vodafone,Technology,Birmingham,28000.0,32000.0,<1 year,Mathematics,Agile;Business Intelligence;ChatGPT/AI Tools;Confluence;Copilot;DAX,Hybrid,No,2025-09-01,171,Entry Level,30000.0,True,0,0,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Confluence', 'Copilot', 'DAX']",6,-1.07
330,Junior Operations Analyst,JPMorgan UK,Finance,London,29000.0,35000.0,,Computer Science,AWS;Agile;Business Intelligence;Communication,Hybrid,Yes,2026-05-01,189,Graduate,32000.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication']",4,-0.61
331,Business Intelligence Analyst,Sky,Technology,London,31000.0,38000.0,2+ years,2:1 or above any subject,AWS;Business Intelligence;Communication;Data Analysis;Financial Modelling,Office,No,2024-05-01,423,Entry Level,34500.0,True,1,1,"['AWS', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling']",5,-0.05
332,Business Intelligence Analyst,Sky,Technology,London,35000.0,38000.0,2+ years,Mathematics,Agile;Azure;Business Intelligence;Communication,Hybrid,No,2024-07-01,601,Entry Level,36500.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication']",4,0.4
333,Junior Data Analyst,Fidelity,Finance,London,29000.0,35000.0,,Statistics,Agile;ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Power Query,Hybrid,No,2024-08-01,341,Graduate,32000.0,True,0,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Power Query']",9,-0.61
334,Junior Data Analyst,JPMorgan UK,Finance,London,37000.0,44000.0,1-2 years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2026-04-01,717,Graduate,40500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis']",6,1.31
335,Business Analyst,Starling Bank,Finance,Liverpool,35000.0,39000.0,1-2 years,STEM degree preferred,Azure;Communication;Copilot;Data Analysis;Forecasting;KPI Reporting;Microsoft Excel;Pivot Tables,Office,No,2024-09-01,235,Entry Level,37000.0,True,1,0,"['Azure', 'Communication', 'Copilot', 'Data Analysis', 'Forecasting', 'KPI Reporting', 'Microsoft Excel', 'Pivot Tables']",8,0.52
336,Management Consultant (Graduate),BlackRock UK,Finance,London,38000.0,41000.0,1 year,Economics,Communication;Copilot;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Hybrid,No,2025-01-01,129,Graduate,39500.0,True,1,1,"['Communication', 'Copilot', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel']",7,1.08
339,Junior Business Analyst,Legal & General,Finance,Glasgow,29000.0,35000.0,<1 year,Economics,Agile;Communication;Confluence;Data Analysis;JIRA;KPI Reporting;Machine Learning;Microsoft Excel,Remote,No,2025-06-01,249,Graduate,32000.0,True,0,0,"['Agile', 'Communication', 'Confluence', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel']",8,-0.61
340,Junior Operations Analyst,PwC,Consulting,London,34000.0,37000.0,,Computer Science,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-07-01,547,Graduate,35500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",9,0.18
341,Junior Business Analyst,ConsultCo,Consulting,London,35000.0,40000.0,1 year,Computer Science,Agile;Azure;Business Intelligence;Data Analysis,Hybrid,No,2025-08-01,280,Graduate,37500.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'Data Analysis']",4,0.63
342,Junior Data Analyst,Schroders,Finance,London,37000.0,43000.0,1-2 years,Any degree subject,Agile;Communication;DAX;Data Analysis;Power BI;Problem Solving;R Programming;Requirements Gathering;Stakeholder Management,Office,Yes,2024-05-01,634,Graduate,40000.0,True,1,1,"['Agile', 'Communication', 'DAX', 'Data Analysis', 'Power BI', 'Problem Solving', 'R Programming', 'Requirements Gathering', 'Stakeholder Management']",9,1.2
344,Data Analyst,Legal & General,Finance,London,34000.0,39000.0,<1 year,Mathematics,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence,Office,No,2026-04-01,567,Entry Level,36500.0,True,0,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence']",6,0.4
345,Data Analyst,DataCo Ltd,Technology,London,40000.0,46000.0,2+ years,2:1 or above any subject,AWS;Agile;Business Intelligence;Communication,Hybrid,No,2025-08-01,366,Entry Level,43000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication']",4,1.88
346,Junior Data Analyst,DWP,Public Sector,London,28000.0,33000.0,2+ years,Economics,Agile;Communication;Confluence;Copilot;DAX;Data Analysis,Hybrid,No,2025-09-01,288,Graduate,30500.0,True,1,1,"['Agile', 'Communication', 'Confluence', 'Copilot', 'DAX', 'Data Analysis']",6,-0.95
347,Business Intelligence Analyst,Lloyds Banking Group,Finance,London,30000.0,33000.0,<1 year,Business & Management,AWS;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot;DAX;Data Analysis;KPI Reporting,Office,No,2024-12-01,88,Entry Level,31500.0,True,0,1,"['AWS', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'KPI Reporting']",8,-0.73
350,Junior Data Analyst,HSBC,Finance,London,37000.0,44000.0,1 year,2:1 or above any subject,AWS;Agile;Azure;Communication;Confluence;Forecasting;KPI Reporting;Microsoft Excel,Hybrid,No,2025-12-01,801,Graduate,40500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Communication', 'Confluence', 'Forecasting', 'KPI Reporting', 'Microsoft Excel']",8,1.31
351,Strategy Analyst,Rolls-Royce,Energy,London,34000.0,40000.0,1-2 years,Mathematics,Agile;ChatGPT/AI Tools;Confluence;Data Analysis,Flexible,No,2026-01-01,295,Entry Level,37000.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Confluence', 'Data Analysis']",4,0.52
352,Reporting Analyst,Metro Bank,Finance,London,29000.0,33000.0,1-2 years,Any degree subject,AWS;Agile;Business Intelligence;ChatGPT/AI Tools,Office,No,2025-09-01,186,Entry Level,31000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools']",4,-0.84
355,Strategy Analyst,Shell,Energy,London,32000.0,36000.0,,Any degree subject,Agile;Communication;Copilot;DAX;Data Analysis;Forecasting;JIRA;KPI Reporting,Hybrid,Yes,2025-06-01,161,Entry Level,34000.0,True,0,1,"['Agile', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'Forecasting', 'JIRA', 'KPI Reporting']",8,-0.16
356,Operations Analyst,Accenture,Consulting,London,35000.0,40000.0,,Statistics,Agile;ChatGPT/AI Tools;Communication;Data Analysis,Hybrid,No,2025-06-01,721,Entry Level,37500.0,True,0,1,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis']",4,0.63
357,Business Analyst,JPMorgan UK,Finance,Birmingham,29000.0,32000.0,1-2 years,Economics,Agile;Communication;Copilot;DAX;Data Analysis;KPI Reporting;Microsoft Excel,Office,No,2025-05-01,92,Entry Level,30500.0,True,1,0,"['Agile', 'Communication', 'Copilot', 'DAX', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel']",7,-0.95
358,Management Consultant (Graduate),GSK,Pharma,London,27000.0,31000.0,1-2 years,Statistics,Azure;Business Intelligence;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Microsoft Excel;Pivot Tables,Hybrid,No,2026-01-01,320,Graduate,29000.0,True,1,1,"['Azure', 'Business Intelligence', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Microsoft Excel', 'Pivot Tables']",9,-1.29
359,Insight Analyst,Rolls-Royce,Energy,London,27000.0,30000.0,1 year,Economics,Agile;Business Intelligence;Communication;Confluence;Financial Modelling,Hybrid,No,2026-06-01,166,Entry Level,28500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Financial Modelling']",5,-1.41
360,Reporting Analyst,Amazon,Technology,London,35000.0,39000.0,1 year,Statistics,Communication;DAX;Financial Modelling;JIRA;KPI Reporting;Power BI;PowerPoint;Problem Solving;Process Mapping,Office,No,2026-06-01,735,Entry Level,37000.0,True,1,1,"['Communication', 'DAX', 'Financial Modelling', 'JIRA', 'KPI Reporting', 'Power BI', 'PowerPoint', 'Problem Solving', 'Process Mapping']",9,0.52
361,Management Consultant (Graduate),HMRC,Public Sector,London,24000.0,29000.0,,Economics,Agile;Business Intelligence;Communication;Copilot,Hybrid,No,2025-12-01,334,Graduate,26500.0,True,0,1,"['Agile', 'Business Intelligence', 'Communication', 'Copilot']",4,-1.86
363,Insight Analyst,Astrazeneca,Pharma,London,27000.0,30000.0,2+ years,Mathematics,Agile;Communication;Data Analysis;Financial Modelling;Microsoft Excel;Microsoft Office;Pivot Tables,Office,No,2025-06-01,196,Entry Level,28500.0,True,1,1,"['Agile', 'Communication', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",7,-1.41
364,Reporting Analyst,McKinsey,Consulting,London,37000.0,40000.0,,Statistics,Agile;Confluence;Data Analysis;KPI Reporting;Microsoft Excel,Hybrid,No,2025-08-01,428,Entry Level,38500.0,True,0,1,"['Agile', 'Confluence', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel']",5,0.86
365,Business Analyst,Schroders,Finance,London,32000.0,37000.0,1-2 years,Engineering,Business Intelligence;Communication;Confluence;Copilot;Data Analysis;KPI Reporting,Hybrid,Yes,2024-02-01,174,Entry Level,34500.0,True,1,1,"['Business Intelligence', 'Communication', 'Confluence', 'Copilot', 'Data Analysis', 'KPI Reporting']",6,-0.05
366,Graduate Financial Analyst,Rolls-Royce,Energy,London,34000.0,40000.0,1-2 years,Engineering,Business Intelligence;Communication;Financial Modelling;Forecasting;KPI Reporting;Microsoft Office;Power BI;PowerPoint;Problem Solving,Remote,No,2025-06-01,730,Graduate,37000.0,True,1,1,"['Business Intelligence', 'Communication', 'Financial Modelling', 'Forecasting', 'KPI Reporting', 'Microsoft Office', 'Power BI', 'PowerPoint', 'Problem Solving']",9,0.52
368,Management Consultant (Graduate),Microsoft,Technology,London,29000.0,35000.0,<1 year,Statistics,Agile;Azure;Communication;Forecasting;KPI Reporting,Flexible,No,2024-07-01,134,Graduate,32000.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Forecasting', 'KPI Reporting']",5,-0.61
369,Commercial Analyst,Schroders,Finance,London,33000.0,36000.0,1 year,Business & Management,Agile;ChatGPT/AI Tools;Data Analysis;KPI Reporting;Microsoft Excel;PowerPoint,Office,No,2026-05-01,845,Entry Level,34500.0,True,1,1,"['Agile', 'ChatGPT/AI Tools', 'Data Analysis', 'KPI Reporting', 'Microsoft Excel', 'PowerPoint']",6,-0.05
370,Graduate Financial Analyst,BAE Systems,Pharma,London,27000.0,31000.0,1-2 years,STEM degree preferred,AWS;Agile;Business Intelligence;ChatGPT/AI Tools;Data Analysis;Forecasting;Microsoft Excel;Pivot Tables;Power BI,Flexible,No,2025-02-01,91,Graduate,29000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Data Analysis', 'Forecasting', 'Microsoft Excel', 'Pivot Tables', 'Power BI']",9,-1.29
371,Graduate Business Analyst,Fidelity,Finance,Bristol,31000.0,36000.0,1 year,Economics,ChatGPT/AI Tools;Communication;DAX;Data Analysis;JIRA;KPI Reporting;Machine Learning,Hybrid,No,2024-07-01,382,Graduate,33500.0,True,1,0,"['ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis', 'JIRA', 'KPI Reporting', 'Machine Learning']",7,-0.27
372,Business Intelligence Analyst,BAE Systems,Pharma,London,26000.0,29000.0,1 year,2:1 or above any subject,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;DAX;JIRA;Microsoft Excel;Microsoft Office,Hybrid,No,2025-11-01,576,Entry Level,27500.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'DAX', 'JIRA', 'Microsoft Excel', 'Microsoft Office']",8,-1.63
373,Graduate Business Analyst,Morgan Stanley UK,Finance,London,33000.0,40000.0,1-2 years,Any degree subject,AWS;Agile;Azure;Business Intelligence;Communication;Data Analysis;Financial Modelling;JIRA;KPI Reporting,Hybrid,No,2026-01-01,634,Graduate,36500.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling', 'JIRA', 'KPI Reporting']",9,0.4
374,Graduate Data Analyst,Metro Bank,Finance,London,37000.0,44000.0,2+ years,Engineering,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX;Data Analysis;Financial Modelling;Microsoft Excel,Hybrid,Yes,2024-03-01,365,Graduate,40500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'DAX', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel']",9,1.31
375,Junior Data Analyst,Experian,Finance,London,36000.0,43000.0,1 year,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Copilot,Office,No,2026-04-01,134,Graduate,39500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Copilot']",5,1.08
377,Management Consultant (Graduate),Morgan Stanley UK,Finance,London,30000.0,33000.0,1 year,Business & Management,Azure;Communication;Confluence;Copilot,Hybrid,No,2024-01-01,482,Graduate,31500.0,True,1,1,"['Azure', 'Communication', 'Confluence', 'Copilot']",4,-0.73
378,Insight Analyst,Rolls-Royce,Energy,London,31000.0,34000.0,<1 year,Statistics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools,Office,Yes,2024-01-01,164,Entry Level,32500.0,True,0,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools']",5,-0.5
379,Graduate Data Analyst,Santander UK,Finance,London,33000.0,40000.0,,Engineering,Business Intelligence;Communication;Data Analysis;Financial Modelling,Hybrid,No,2024-05-01,871,Graduate,36500.0,True,0,1,"['Business Intelligence', 'Communication', 'Data Analysis', 'Financial Modelling']",4,0.4
380,Business Analyst,DataCo Ltd,Technology,London,30000.0,33000.0,,STEM degree preferred,Business Intelligence;Communication;DAX;JIRA;KPI Reporting;Machine Learning;Microsoft Excel;Pivot Tables,Hybrid,No,2024-12-01,327,Entry Level,31500.0,True,0,1,"['Business Intelligence', 'Communication', 'DAX', 'JIRA', 'KPI Reporting', 'Machine Learning', 'Microsoft Excel', 'Pivot Tables']",8,-0.73
381,Graduate Financial Analyst,Experian,Finance,London,30000.0,34000.0,1-2 years,2:1 or above any subject,Agile;Azure;Business Intelligence;Communication;Confluence;Copilot;Data Analysis;JIRA;KPI Reporting,Hybrid,No,2025-11-01,127,Graduate,32000.0,True,1,1,"['Agile', 'Azure', 'Business Intelligence', 'Communication', 'Confluence', 'Copilot', 'Data Analysis', 'JIRA', 'KPI Reporting']",9,-0.61
382,Financial Analyst,Vodafone,Technology,London,40000.0,47000.0,1 year,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Hybrid,No,2026-06-01,690,Entry Level,43500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis']",6,1.99
383,Business Analyst,Lloyds,Finance,London,29000.0,32000.0,,Business & Management,Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Microsoft Excel;Microsoft Office,Office,No,2026-04-01,627,Entry Level,30500.0,True,0,1,"['Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office']",8,-0.95
384,Commercial Analyst,ConsultCo,Consulting,London,33000.0,40000.0,1-2 years,Mathematics,Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;DAX;Financial Modelling,Office,No,2025-12-01,93,Entry Level,36500.0,True,1,1,"['Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'DAX', 'Financial Modelling']",6,0.4
385,Junior Business Analyst,Lloyds,Finance,London,28000.0,33000.0,,Economics,AWS;Agile;Azure;Business Intelligence;ChatGPT/AI Tools;Communication;Confluence;Copilot,Hybrid,No,2025-03-01,676,Graduate,30500.0,True,0,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Copilot']",8,-0.95
386,Commercial Analyst,AnalyticsFirm,Technology,London,27000.0,32000.0,1 year,Mathematics,Agile;Communication;Copilot;Data Analysis;Financial Modelling;JIRA;Microsoft Excel,Office,No,2024-04-01,661,Entry Level,29500.0,True,1,1,"['Agile', 'Communication', 'Copilot', 'Data Analysis', 'Financial Modelling', 'JIRA', 'Microsoft Excel']",7,-1.18
387,Strategy Analyst,GSK,Pharma,London,31000.0,35000.0,1 year,Mathematics,Agile;Communication;Data Analysis;Financial Modelling;JIRA;Machine Learning;Microsoft Excel;Pivot Tables;Power BI,Hybrid,No,2024-03-01,817,Entry Level,33000.0,True,1,1,"['Agile', 'Communication', 'Data Analysis', 'Financial Modelling', 'JIRA', 'Machine Learning', 'Microsoft Excel', 'Pivot Tables', 'Power BI']",9,-0.39
388,Insight Analyst,HMRC,Public Sector,Glasgow,24000.0,29000.0,1 year,Statistics,Agile;ChatGPT/AI Tools;Communication;Confluence;Data Analysis;Microsoft Excel;Microsoft Office;Pivot Tables,Hybrid,No,2025-09-01,235,Entry Level,26500.0,True,1,0,"['Agile', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Pivot Tables']",8,-1.86
390,Junior Operations Analyst,TechAnalytics Ltd,Technology,London,33000.0,36000.0,1-2 years,Computer Science,Agile;Business Intelligence;Communication;Confluence;Copilot,Remote,No,2025-12-01,621,Graduate,34500.0,True,1,1,"['Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Copilot']",5,-0.05
391,Junior Operations Analyst,GSK,Pharma,London,27000.0,31000.0,2+ years,Economics,Azure;ChatGPT/AI Tools;Communication;Confluence;Data Analysis,Office,No,2025-11-01,790,Graduate,29000.0,True,1,1,"['Azure', 'ChatGPT/AI Tools', 'Communication', 'Confluence', 'Data Analysis']",5,-1.29
393,Management Consultant (Graduate),Experian,Finance,London,28000.0,35000.0,<1 year,Mathematics,Agile;Azure;Communication;Confluence;Data Analysis,Flexible,No,2024-03-01,809,Graduate,31500.0,True,0,1,"['Agile', 'Azure', 'Communication', 'Confluence', 'Data Analysis']",5,-0.73
394,Business Analyst,Legal & General,Finance,London,37000.0,42000.0,2+ years,Statistics,AWS;Agile;Confluence;Data Analysis;Forecasting,Office,No,2025-01-01,755,Entry Level,39500.0,True,1,1,"['AWS', 'Agile', 'Confluence', 'Data Analysis', 'Forecasting']",5,1.08
395,Financial Analyst,McKinsey,Consulting,Leeds,29000.0,35000.0,1 year,Business & Management,Azure;Communication;Confluence;DAX,Office,Yes,2024-03-01,381,Entry Level,32000.0,True,1,0,"['Azure', 'Communication', 'Confluence', 'DAX']",4,-0.61
397,Management Consultant (Graduate),EY,Consulting,London,30000.0,33000.0,1 year,Business & Management,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;DAX;Data Analysis,Hybrid,No,2024-04-01,441,Graduate,31500.0,True,1,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'DAX', 'Data Analysis']",6,-0.73
398,Financial Analyst,BT Group,Technology,London,28000.0,35000.0,<1 year,Finance,AWS;Agile;Communication;Data Analysis;JIRA;Machine Learning;Microsoft Excel,Office,No,2026-03-01,843,Entry Level,31500.0,True,0,1,"['AWS', 'Agile', 'Communication', 'Data Analysis', 'JIRA', 'Machine Learning', 'Microsoft Excel']",7,-0.73
399,Operations Analyst,Infosys,Consulting,London,28000.0,33000.0,2+ years,2:1 or above any subject,AWS;Agile;ChatGPT/AI Tools;Communication,Hybrid,Yes,2024-08-01,859,Entry Level,30500.0,True,1,1,"['AWS', 'Agile', 'ChatGPT/AI Tools', 'Communication']",4,-0.95
401,Operations Analyst,Rolls-Royce,Energy,London,31000.0,37000.0,2+ years,Engineering,AWS;Agile;Business Intelligence;Communication;Confluence;Data Analysis;Financial Modelling;Microsoft Excel,Office,No,2024-11-01,171,Entry Level,34000.0,True,1,1,"['AWS', 'Agile', 'Business Intelligence', 'Communication', 'Confluence', 'Data Analysis', 'Financial Modelling', 'Microsoft Excel']",8,-0.16
402,Reporting Analyst,Standard Chartered,Finance,London,32000.0,35000.0,,Economics,Agile;Business Intelligence;ChatGPT/AI Tools;Communication;Data Analysis;Financial Modelling;KPI Reporting,Office,No,2025-01-01,528,Entry Level,33500.0,True,0,1,"['Agile', 'Business Intelligence', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Financial Modelling', 'KPI Reporting']",7,-0.27
403,Graduate Data Analyst,BP,Energy,Leeds,35000.0,42000.0,1-2 years,Engineering,AWS;Agile;ChatGPT/AI Tools;Communication;Data Analysis;Forecasting;JIRA,Flexible,No,2026-04-01,413,Graduate,38500.0,True,1,0,"['AWS', 'Agile', 'ChatGPT/AI Tools', 'Communication', 'Data Analysis', 'Forecasting', 'JIRA']",7,0.86
404,Data Analyst,TechAnalytics Ltd,Technology,London,42000.0,48000.0,1-2 years,Economics,AWS;Agile;Azure;Business Intelligence,Hybrid,Yes,2024-09-01,548,Entry Level,45000.0,True,1,1,"['AWS', 'Agile', 'Azure', 'Business Intelligence']",4,2.33
